#
# CITPC私用文字マッピングテーブル
#
# 更新履歴
#  2015-07-21 Ver1.0
#   初版
#  2018-05-31 Ver2.0
#   MJ文字情報一覧表Ver.005.01を参照し72文字のMJ文字図形名とその暫定私用コードを追加
#   MJ文字情報一覧表Ver.005.02を参照し2文字のMJ文字図形名とその暫定私用コードを追加
#
# MJ文字図形名	暫定私用コード
MJ026105	U+102ED6
MJ026106	U+102ED7
MJ026107	U+102ED8
MJ026110	U+102ED9
MJ026111	U+102EDA
MJ026112	U+102EDB
MJ026113	U+102EDC
MJ026114	U+102EDD
MJ026115	U+102EDE
MJ026116	U+102EDF
MJ026117	U+102EE0
MJ026118	U+102EE1
MJ026119	U+102EE2
MJ026120	U+102EE3
MJ026121	U+102EE4
MJ026122	U+102EE5
MJ026123	U+102EE6
MJ026124	U+102EE7
MJ026126	U+102EE8
MJ026127	U+102EE9
MJ026128	U+102EEA
MJ026129	U+102EEB
MJ026130	U+102EEC
MJ026131	U+102EED
MJ026132	U+102EEE
MJ026133	U+102EEF
MJ026134	U+102EF0
MJ026135	U+102EF1
MJ026136	U+102EF2
MJ026137	U+102EF3
MJ026138	U+102EF4
MJ026139	U+102EF5
MJ026140	U+102EF6
MJ026141	U+102EF7
MJ026142	U+102EF8
MJ026143	U+102EF9
MJ026144	U+102EFA
MJ026145	U+102EFB
MJ026146	U+102EFC
MJ026147	U+102EFD
MJ026148	U+102EFE
MJ026149	U+102EFF
MJ026150	U+102F00
MJ026151	U+102F01
MJ026152	U+102F02
MJ026153	U+102F03
MJ026154	U+102F04
MJ026155	U+102F05
MJ026156	U+102F06
MJ026157	U+102F07
MJ026158	U+102F08
MJ026159	U+102F09
MJ026160	U+102F0A
MJ026161	U+102F0B
MJ026163	U+102F0C
MJ026164	U+102F0D
MJ026165	U+102F0E
MJ026166	U+102F0F
MJ026167	U+102F10
MJ026168	U+102F11
MJ026169	U+102F12
MJ026170	U+102F13
MJ026171	U+102F14
MJ026172	U+102F15
MJ026173	U+102F16
MJ026174	U+102F17
MJ026175	U+102F18
MJ026176	U+102F19
MJ026177	U+102F1A
MJ026178	U+102F1B
MJ026179	U+102F1C
MJ026180	U+102F1D
MJ026181	U+102F1E
MJ026182	U+102F1F
MJ026183	U+102F20
MJ026185	U+102F21
MJ026186	U+102F22
MJ026187	U+102F23
MJ026188	U+102F24
MJ026189	U+102F25
MJ026190	U+102F26
MJ026191	U+102F27
MJ026192	U+102F28
MJ026193	U+102F29
MJ026194	U+102F2A
MJ026195	U+102F2B
MJ026196	U+102F2C
MJ026197	U+102F2D
MJ026199	U+102F2E
MJ026200	U+102F2F
MJ026201	U+102F30
MJ026202	U+102F31
MJ026203	U+102F32
MJ026204	U+102F33
MJ026205	U+102F34
MJ026206	U+102F35
MJ026207	U+102F36
MJ026209	U+102F37
MJ026210	U+102F38
MJ026211	U+102F39
MJ026212	U+102F3A
MJ026213	U+102F3B
MJ026214	U+102F3C
MJ026215	U+102F3D
MJ026216	U+102F3E
MJ026217	U+102F3F
MJ026218	U+102F40
MJ026219	U+102F41
MJ026220	U+102F42
MJ026229	U+102F43
MJ026230	U+102F44
MJ026238	U+102F45
MJ026239	U+102F46
MJ026242	U+102F47
MJ026243	U+102F48
MJ026244	U+102F49
MJ026245	U+102F4A
MJ026246	U+102F4B
MJ026249	U+102F4C
MJ026250	U+102F4D
MJ026254	U+102F4E
MJ026255	U+102F4F
MJ026256	U+102F50
MJ026257	U+102F51
MJ026258	U+102F52
MJ026268	U+102F53
MJ026269	U+102F54
MJ026296	U+102F55
MJ026297	U+102F56
MJ026305	U+102F57
MJ026306	U+102F58
MJ026313	U+102F59
MJ026314	U+102F5A
MJ026315	U+102F5B
MJ026317	U+102F5C
MJ026318	U+102F5D
MJ026329	U+102F5E
MJ026330	U+102F5F
MJ026341	U+102F60
MJ026344	U+102F61
MJ026345	U+102F62
MJ026347	U+102F63
MJ026348	U+102F64
MJ026366	U+102F65
MJ026367	U+102F66
MJ026368	U+102F67
MJ026369	U+102F68
MJ026374	U+102F69
MJ026375	U+102F6A
MJ026376	U+102F6B
MJ026377	U+102F6C
MJ026378	U+102F6D
MJ026387	U+102F6E
MJ026388	U+102F6F
MJ026398	U+102F70
MJ026399	U+102F71
MJ026400	U+102F72
MJ026401	U+102F73
MJ026403	U+102F74
MJ026404	U+102F75
MJ026405	U+102F76
MJ026412	U+102F77
MJ026413	U+102F78
MJ026419	U+102F79
MJ026420	U+102F7A
MJ026427	U+102F7B
MJ026428	U+102F7C
MJ026434	U+102F7D
MJ026435	U+102F7E
MJ026437	U+102F7F
MJ026438	U+102F80
MJ026439	U+102F81
MJ026440	U+102F82
MJ026441	U+102F83
MJ026442	U+102F84
MJ026447	U+102F85
MJ026448	U+102F86
MJ026462	U+102F87
MJ026463	U+102F88
MJ026470	U+102F89
MJ026471	U+102F8A
MJ026473	U+102F8B
MJ026474	U+102F8C
MJ026478	U+102F8D
MJ026479	U+102F8E
MJ026482	U+102F8F
MJ026483	U+102F90
MJ026485	U+102F91
MJ026486	U+102F92
MJ026487	U+102F93
MJ026488	U+102F94
MJ026489	U+102F95
MJ026523	U+102F96
MJ026524	U+102F97
MJ026526	U+102F98
MJ026527	U+102F99
MJ026535	U+102F9A
MJ026536	U+102F9B
MJ026540	U+102F9C
MJ026541	U+102F9D
MJ026542	U+102F9E
MJ026543	U+102F9F
MJ026545	U+102FA0
MJ026546	U+102FA1
MJ026547	U+102FA2
MJ026548	U+102FA3
MJ026549	U+102FA4
MJ026550	U+102FA5
MJ026554	U+102FA6
MJ026555	U+102FA7
MJ026560	U+102FA8
MJ026561	U+102FA9
MJ026562	U+102FAA
MJ026564	U+102FAB
MJ026565	U+102FAC
MJ026568	U+102FAD
MJ026569	U+102FAE
MJ026576	U+102FAF
MJ026577	U+102FB0
MJ026578	U+102FB1
MJ026579	U+102FB2
MJ026580	U+102FB3
MJ026586	U+102FB4
MJ026587	U+102FB5
MJ026588	U+102FB6
MJ026590	U+102FB7
MJ026591	U+102FB8
MJ026593	U+102FB9
MJ026607	U+102FBA
MJ026608	U+102FBB
MJ026611	U+102FBC
MJ026612	U+102FBD
MJ026616	U+102FBE
MJ026617	U+102FBF
MJ026623	U+102FC0
MJ026624	U+102FC1
MJ026626	U+102FC2
MJ026627	U+102FC3
MJ026630	U+102FC4
MJ026631	U+102FC5
MJ026632	U+102FC6
MJ026633	U+102FC7
MJ026639	U+102FC8
MJ026640	U+102FC9
MJ026647	U+102FCA
MJ026648	U+102FCB
MJ026649	U+102FCC
MJ026672	U+102FCD
MJ026673	U+102FCE
MJ026677	U+102FCF
MJ026678	U+102FD0
MJ026701	U+102FD1
MJ026702	U+102FD2
MJ026717	U+102FD3
MJ026718	U+102FD4
MJ026728	U+102FD5
MJ026729	U+102FD6
MJ026732	U+102FD7
MJ026733	U+102FD8
MJ026739	U+102FD9
MJ026740	U+102FDA
MJ026747	U+102FDB
MJ026748	U+102FDC
MJ026757	U+102FDD
MJ026758	U+102FDE
MJ026759	U+102FDF
MJ026765	U+102FE0
MJ026766	U+102FE1
MJ026773	U+102FE2
MJ026774	U+102FE3
MJ026788	U+102FE4
MJ026789	U+102FE5
MJ026793	U+102FE6
MJ026794	U+102FE7
MJ026801	U+102FE8
MJ026802	U+102FE9
MJ026815	U+102FEA
MJ026816	U+102FEB
MJ026821	U+102FEC
MJ026822	U+102FED
MJ026837	U+102FEE
MJ026838	U+102FEF
MJ026857	U+102FF0
MJ026858	U+102FF1
MJ026873	U+102FF2
MJ026874	U+102FF3
MJ026879	U+102FF4
MJ026880	U+102FF5
MJ026881	U+102FF6
MJ026882	U+102FF7
MJ026883	U+102FF8
MJ026892	U+102FF9
MJ026893	U+102FFA
MJ026895	U+102FFB
MJ026896	U+102FFC
MJ026897	U+102FFD
MJ026898	U+102FFE
MJ026903	U+102FFF
MJ026904	U+103000
MJ026909	U+103001
MJ026910	U+103002
MJ026916	U+103003
MJ026917	U+103004
MJ026918	U+103005
MJ026923	U+103006
MJ026924	U+103007
MJ026936	U+103008
MJ026937	U+103009
MJ026942	U+10300A
MJ026943	U+10300B
MJ026945	U+10300C
MJ026946	U+10300D
MJ026950	U+10300E
MJ026951	U+10300F
MJ026973	U+103010
MJ026974	U+103011
MJ026975	U+103012
MJ026989	U+103013
MJ026990	U+103014
MJ027002	U+103015
MJ027003	U+103016
MJ027008	U+103017
MJ027009	U+103018
MJ027016	U+103019
MJ027017	U+10301A
MJ027027	U+10301B
MJ027028	U+10301C
MJ027049	U+10301D
MJ027050	U+10301E
MJ027051	U+10301F
MJ027055	U+103020
MJ027056	U+103021
MJ027061	U+103022
MJ027062	U+103023
MJ027067	U+103024
MJ027068	U+103025
MJ027070	U+103026
MJ027071	U+103027
MJ027090	U+103028
MJ027091	U+103029
MJ027092	U+10302A
MJ027093	U+10302B
MJ027103	U+10302C
MJ027104	U+10302D
MJ027108	U+10302E
MJ027109	U+10302F
MJ027116	U+103030
MJ027117	U+103031
MJ027118	U+103032
MJ027123	U+103033
MJ027124	U+103034
MJ027132	U+103035
MJ027136	U+103036
MJ027137	U+103037
MJ027138	U+103038
MJ027147	U+103039
MJ027148	U+10303A
MJ027149	U+10303B
MJ027150	U+10303C
MJ027151	U+10303D
MJ027152	U+10303E
MJ027153	U+10303F
MJ027165	U+103040
MJ027166	U+103041
MJ027170	U+103042
MJ027171	U+103043
MJ027175	U+103044
MJ027176	U+103045
MJ027177	U+103046
MJ027178	U+103047
MJ027180	U+103048
MJ027181	U+103049
MJ027193	U+10304A
MJ027194	U+10304B
MJ027196	U+10304C
MJ027197	U+10304D
MJ027198	U+10304E
MJ027199	U+10304F
MJ027214	U+103050
MJ027215	U+103051
MJ027218	U+103052
MJ027219	U+103053
MJ027226	U+103054
MJ027227	U+103055
MJ027236	U+103056
MJ027237	U+103057
MJ027253	U+103058
MJ027254	U+103059
MJ027255	U+10305A
MJ027256	U+10305B
MJ027258	U+10305C
MJ027259	U+10305D
MJ027262	U+10305E
MJ027263	U+10305F
MJ027274	U+103060
MJ027275	U+103061
MJ027276	U+103062
MJ027277	U+103063
MJ027278	U+103064
MJ027283	U+103065
MJ027284	U+103066
MJ027290	U+103067
MJ027291	U+103068
MJ027295	U+103069
MJ027296	U+10306A
MJ027298	U+10306B
MJ027299	U+10306C
MJ027305	U+10306D
MJ027314	U+10306E
MJ027315	U+10306F
MJ027324	U+103070
MJ027325	U+103071
MJ027326	U+103072
MJ027327	U+103073
MJ027334	U+103074
MJ027335	U+103075
MJ027342	U+103076
MJ027343	U+103077
MJ027358	U+103078
MJ027359	U+103079
MJ027363	U+10307A
MJ027364	U+10307B
MJ027369	U+10307C
MJ027370	U+10307D
MJ027371	U+10307E
MJ027372	U+10307F
MJ027373	U+103080
MJ027374	U+103081
MJ027375	U+103082
MJ027376	U+103083
MJ027389	U+103084
MJ027390	U+103085
MJ027420	U+103086
MJ027421	U+103087
MJ027427	U+103088
MJ027430	U+103089
MJ027431	U+10308A
MJ027433	U+10308B
MJ027434	U+10308C
MJ027446	U+10308D
MJ027447	U+10308E
MJ027457	U+10308F
MJ027458	U+103090
MJ027460	U+103091
MJ027461	U+103092
MJ027475	U+103093
MJ027476	U+103094
MJ027477	U+103095
MJ027478	U+103096
MJ027489	U+103097
MJ027490	U+103098
MJ027491	U+103099
MJ027492	U+10309A
MJ027493	U+10309B
MJ027494	U+10309C
MJ027498	U+10309D
MJ027499	U+10309E
MJ027500	U+10309F
MJ027501	U+1030A0
MJ027504	U+1030A1
MJ027505	U+1030A2
MJ027523	U+1030A3
MJ027524	U+1030A4
MJ027525	U+1030A5
MJ027526	U+1030A6
MJ027574	U+1030A7
MJ027575	U+1030A8
MJ027576	U+1030A9
MJ027583	U+1030AA
MJ027584	U+1030AB
MJ027596	U+1030AC
MJ027597	U+1030AD
MJ027616	U+1030AE
MJ027617	U+1030AF
MJ027623	U+1030B0
MJ027624	U+1030B1
MJ027628	U+1030B2
MJ027629	U+1030B3
MJ027631	U+1030B4
MJ027632	U+1030B5
MJ027633	U+1030B6
MJ027634	U+1030B7
MJ027639	U+1030B8
MJ027640	U+1030B9
MJ027644	U+1030BA
MJ027645	U+1030BB
MJ027646	U+1030BC
MJ027656	U+1030BD
MJ027657	U+1030BE
MJ027661	U+1030BF
MJ027662	U+1030C0
MJ027663	U+1030C1
MJ027664	U+1030C2
MJ027665	U+1030C3
MJ027666	U+1030C4
MJ027669	U+1030C5
MJ027670	U+1030C6
MJ027674	U+1030C7
MJ027675	U+1030C8
MJ027678	U+1030C9
MJ027679	U+1030CA
MJ027680	U+1030CB
MJ027684	U+1030CC
MJ027685	U+1030CD
MJ027686	U+1030CE
MJ027687	U+1030CF
MJ027688	U+1030D0
MJ027689	U+1030D1
MJ027691	U+1030D2
MJ027698	U+1030D3
MJ027699	U+1030D4
MJ027702	U+1030D5
MJ027703	U+1030D6
MJ027705	U+1030D7
MJ027706	U+1030D8
MJ027711	U+1030D9
MJ027712	U+1030DA
MJ027721	U+1030DB
MJ027722	U+1030DC
MJ027723	U+1030DD
MJ027725	U+1030DE
MJ027726	U+1030DF
MJ027731	U+1030E0
MJ027732	U+1030E1
MJ027741	U+1030E2
MJ027742	U+1030E3
MJ027745	U+1030E4
MJ027746	U+1030E5
MJ027747	U+1030E6
MJ027748	U+1030E7
MJ027749	U+1030E8
MJ027750	U+1030E9
MJ027751	U+1030EA
MJ027752	U+1030EB
MJ027753	U+1030EC
MJ027760	U+1030ED
MJ027761	U+1030EE
MJ027762	U+1030EF
MJ027770	U+1030F0
MJ027771	U+1030F1
MJ027772	U+1030F2
MJ027773	U+1030F3
MJ027774	U+1030F4
MJ027775	U+1030F5
MJ027781	U+1030F6
MJ027782	U+1030F7
MJ027783	U+1030F8
MJ027784	U+1030F9
MJ027793	U+1030FA
MJ027794	U+1030FB
MJ027803	U+1030FC
MJ027804	U+1030FD
MJ027806	U+1030FE
MJ027807	U+1030FF
MJ027808	U+103100
MJ027822	U+103101
MJ027823	U+103102
MJ027829	U+103103
MJ027830	U+103104
MJ027838	U+103105
MJ027839	U+103106
MJ027840	U+103107
MJ027843	U+103108
MJ027844	U+103109
MJ027850	U+10310A
MJ027851	U+10310B
MJ027854	U+10310C
MJ027855	U+10310D
MJ027863	U+10310E
MJ027864	U+10310F
MJ027877	U+103110
MJ027879	U+103111
MJ027880	U+103112
MJ027882	U+103113
MJ027883	U+103114
MJ027887	U+103115
MJ027888	U+103116
MJ027898	U+103117
MJ027899	U+103118
MJ027900	U+103119
MJ027901	U+10311A
MJ027902	U+10311B
MJ027903	U+10311C
MJ027904	U+10311D
MJ027905	U+10311E
MJ027909	U+10311F
MJ027910	U+103120
MJ027911	U+103121
MJ027912	U+103122
MJ027913	U+103123
MJ027914	U+103124
MJ027915	U+103125
MJ027918	U+103126
MJ027919	U+103127
MJ027920	U+103128
MJ027921	U+103129
MJ027923	U+10312A
MJ027924	U+10312B
MJ027925	U+10312C
MJ027926	U+10312D
MJ027927	U+10312E
MJ027928	U+10312F
MJ027931	U+103130
MJ027932	U+103131
MJ027936	U+103132
MJ027938	U+103133
MJ027939	U+103134
MJ027941	U+103135
MJ027942	U+103136
MJ027945	U+103137
MJ027946	U+103138
MJ027947	U+103139
MJ027950	U+10313A
MJ027951	U+10313B
MJ027957	U+10313C
MJ027958	U+10313D
MJ027963	U+10313E
MJ027964	U+10313F
MJ027970	U+103140
MJ027971	U+103141
MJ027973	U+103142
MJ027974	U+103143
MJ027983	U+103144
MJ027984	U+103145
MJ027991	U+103146
MJ027992	U+103147
MJ027994	U+103148
MJ027995	U+103149
MJ028008	U+10314A
MJ028009	U+10314B
MJ028010	U+10314C
MJ028015	U+10314D
MJ028016	U+10314E
MJ028021	U+10314F
MJ028022	U+103150
MJ028026	U+103151
MJ028027	U+103152
MJ028033	U+103153
MJ028034	U+103154
MJ028035	U+103155
MJ028036	U+103156
MJ028040	U+103157
MJ028041	U+103158
MJ028042	U+103159
MJ028043	U+10315A
MJ028045	U+10315B
MJ028046	U+10315C
MJ028047	U+10315D
MJ028048	U+10315E
MJ028049	U+10315F
MJ028051	U+103160
MJ028052	U+103161
MJ028053	U+103162
MJ028054	U+103163
MJ028055	U+103164
MJ028056	U+103165
MJ028057	U+103166
MJ028058	U+103167
MJ028059	U+103168
MJ028060	U+103169
MJ028061	U+10316A
MJ028062	U+10316B
MJ028063	U+10316C
MJ028064	U+10316D
MJ028066	U+10316E
MJ028067	U+10316F
MJ028068	U+103170
MJ028069	U+103171
MJ028071	U+103172
MJ028072	U+103173
MJ028073	U+103174
MJ028074	U+103175
MJ028075	U+103176
MJ028077	U+103177
MJ028078	U+103178
MJ028079	U+103179
MJ028080	U+10317A
MJ028081	U+10317B
MJ028084	U+10317C
MJ028085	U+10317D
MJ028086	U+10317E
MJ028087	U+10317F
MJ028088	U+103180
MJ028089	U+103181
MJ028091	U+103182
MJ028092	U+103183
MJ028093	U+103184
MJ028094	U+103185
MJ028095	U+103186
MJ028096	U+103187
MJ028097	U+103188
MJ028098	U+103189
MJ028099	U+10318A
MJ028100	U+10318B
MJ028101	U+10318C
MJ028102	U+10318D
MJ028103	U+10318E
MJ028104	U+10318F
MJ028105	U+103190
MJ028106	U+103191
MJ028110	U+103192
MJ028111	U+103193
MJ028112	U+103194
MJ028116	U+103195
MJ028117	U+103196
MJ028119	U+103197
MJ028120	U+103198
MJ028122	U+103199
MJ028123	U+10319A
MJ028125	U+10319B
MJ028126	U+10319C
MJ028127	U+10319D
MJ028128	U+10319E
MJ028131	U+10319F
MJ028132	U+1031A0
MJ028133	U+1031A1
MJ028134	U+1031A2
MJ028135	U+1031A3
MJ028137	U+1031A4
MJ028138	U+1031A5
MJ028139	U+1031A6
MJ028143	U+1031A7
MJ028144	U+1031A8
MJ028145	U+1031A9
MJ028146	U+1031AA
MJ028147	U+1031AB
MJ028151	U+1031AC
MJ028152	U+1031AD
MJ028153	U+1031AE
MJ028154	U+1031AF
MJ028161	U+1031B0
MJ028162	U+1031B1
MJ028163	U+1031B2
MJ028164	U+1031B3
MJ028169	U+1031B4
MJ028170	U+1031B5
MJ028171	U+1031B6
MJ028172	U+1031B7
MJ028173	U+1031B8
MJ028174	U+1031B9
MJ028182	U+1031BA
MJ028183	U+1031BB
MJ028190	U+1031BC
MJ028191	U+1031BD
MJ028195	U+1031BE
MJ028196	U+1031BF
MJ028201	U+1031C0
MJ028202	U+1031C1
MJ028211	U+1031C2
MJ028212	U+1031C3
MJ028213	U+1031C4
MJ028222	U+1031C5
MJ028232	U+1031C6
MJ028233	U+1031C7
MJ028244	U+1031C8
MJ028245	U+1031C9
MJ028259	U+1031CA
MJ028260	U+1031CB
MJ028263	U+1031CC
MJ028272	U+1031CD
MJ028273	U+1031CE
MJ028282	U+1031CF
MJ028283	U+1031D0
MJ028286	U+1031D1
MJ028287	U+1031D2
MJ028288	U+1031D3
MJ028289	U+1031D4
MJ028290	U+1031D5
MJ028308	U+1031D6
MJ028309	U+1031D7
MJ028317	U+1031D8
MJ028318	U+1031D9
MJ028338	U+1031DA
MJ028339	U+1031DB
MJ028342	U+1031DC
MJ028343	U+1031DD
MJ028344	U+1031DE
MJ028345	U+1031DF
MJ028346	U+1031E0
MJ028347	U+1031E1
MJ028348	U+1031E2
MJ028350	U+1031E3
MJ028351	U+1031E4
MJ028352	U+1031E5
MJ028354	U+1031E6
MJ028355	U+1031E7
MJ028356	U+1031E8
MJ028357	U+1031E9
MJ028358	U+1031EA
MJ028359	U+1031EB
MJ028361	U+1031EC
MJ028362	U+1031ED
MJ028364	U+1031EE
MJ028369	U+1031EF
MJ028370	U+1031F0
MJ028371	U+1031F1
MJ028372	U+1031F2
MJ028373	U+1031F3
MJ028374	U+1031F4
MJ028379	U+1031F5
MJ028380	U+1031F6
MJ028381	U+1031F7
MJ028382	U+1031F8
MJ028383	U+1031F9
MJ028384	U+1031FA
MJ028385	U+1031FB
MJ028386	U+1031FC
MJ028389	U+1031FD
MJ028390	U+1031FE
MJ028391	U+1031FF
MJ028392	U+103200
MJ028393	U+103201
MJ028394	U+103202
MJ028395	U+103203
MJ028397	U+103204
MJ028398	U+103205
MJ028403	U+103206
MJ028404	U+103207
MJ028405	U+103208
MJ028406	U+103209
MJ028408	U+10320A
MJ028409	U+10320B
MJ028410	U+10320C
MJ028411	U+10320D
MJ028412	U+10320E
MJ028413	U+10320F
MJ028414	U+103210
MJ028415	U+103211
MJ028416	U+103212
MJ028417	U+103213
MJ028418	U+103214
MJ028419	U+103215
MJ028420	U+103216
MJ028421	U+103217
MJ028422	U+103218
MJ028423	U+103219
MJ028424	U+10321A
MJ028425	U+10321B
MJ028426	U+10321C
MJ028427	U+10321D
MJ028428	U+10321E
MJ028429	U+10321F
MJ028430	U+103220
MJ028431	U+103221
MJ028432	U+103222
MJ028433	U+103223
MJ028434	U+103224
MJ028435	U+103225
MJ028436	U+103226
MJ028437	U+103227
MJ028438	U+103228
MJ028439	U+103229
MJ028440	U+10322A
MJ028441	U+10322B
MJ028442	U+10322C
MJ028443	U+10322D
MJ028444	U+10322E
MJ028445	U+10322F
MJ028446	U+103230
MJ028447	U+103231
MJ028448	U+103232
MJ028449	U+103233
MJ028450	U+103234
MJ028452	U+103235
MJ028453	U+103236
MJ028454	U+103237
MJ028455	U+103238
MJ028456	U+103239
MJ028457	U+10323A
MJ028459	U+10323B
MJ028460	U+10323C
MJ028461	U+10323D
MJ028462	U+10323E
MJ028463	U+10323F
MJ028464	U+103240
MJ028465	U+103241
MJ028466	U+103242
MJ028467	U+103243
MJ028468	U+103244
MJ028469	U+103245
MJ028470	U+103246
MJ028471	U+103247
MJ028472	U+103248
MJ028473	U+103249
MJ028474	U+10324A
MJ028475	U+10324B
MJ028476	U+10324C
MJ028477	U+10324D
MJ028479	U+10324E
MJ028480	U+10324F
MJ028481	U+103250
MJ028482	U+103251
MJ028483	U+103252
MJ028484	U+103253
MJ028485	U+103254
MJ028486	U+103255
MJ028487	U+103256
MJ028488	U+103257
MJ028489	U+103258
MJ028491	U+103259
MJ028492	U+10325A
MJ028493	U+10325B
MJ028494	U+10325C
MJ028495	U+10325D
MJ028496	U+10325E
MJ028497	U+10325F
MJ028498	U+103260
MJ028499	U+103261
MJ028500	U+103262
MJ028501	U+103263
MJ028502	U+103264
MJ028503	U+103265
MJ028504	U+103266
MJ028505	U+103267
MJ028506	U+103268
MJ028507	U+103269
MJ028508	U+10326A
MJ028509	U+10326B
MJ028514	U+10326C
MJ028515	U+10326D
MJ028516	U+10326E
MJ028517	U+10326F
MJ028518	U+103270
MJ028519	U+103271
MJ028520	U+103272
MJ028521	U+103273
MJ028522	U+103274
MJ028523	U+103275
MJ028524	U+103276
MJ028526	U+103277
MJ028527	U+103278
MJ028528	U+103279
MJ028529	U+10327A
MJ028530	U+10327B
MJ028531	U+10327C
MJ028532	U+10327D
MJ028533	U+10327E
MJ028534	U+10327F
MJ028535	U+103280
MJ028536	U+103281
MJ028537	U+103282
MJ028538	U+103283
MJ028539	U+103284
MJ028540	U+103285
MJ028541	U+103286
MJ028542	U+103287
MJ028543	U+103288
MJ028544	U+103289
MJ028545	U+10328A
MJ028546	U+10328B
MJ028547	U+10328C
MJ028549	U+10328D
MJ028550	U+10328E
MJ028551	U+10328F
MJ028552	U+103290
MJ028553	U+103291
MJ028554	U+103292
MJ028555	U+103293
MJ028556	U+103294
MJ028560	U+103295
MJ028561	U+103296
MJ028562	U+103297
MJ028563	U+103298
MJ028564	U+103299
MJ028565	U+10329A
MJ028566	U+10329B
MJ028567	U+10329C
MJ028568	U+10329D
MJ028569	U+10329E
MJ028570	U+10329F
MJ028571	U+1032A0
MJ028572	U+1032A1
MJ028573	U+1032A2
MJ028574	U+1032A3
MJ028575	U+1032A4
MJ028577	U+1032A5
MJ028578	U+1032A6
MJ028579	U+1032A7
MJ028580	U+1032A8
MJ028581	U+1032A9
MJ028582	U+1032AA
MJ028583	U+1032AB
MJ028584	U+1032AC
MJ028585	U+1032AD
MJ028586	U+1032AE
MJ028587	U+1032AF
MJ028588	U+1032B0
MJ028589	U+1032B1
MJ028590	U+1032B2
MJ028591	U+1032B3
MJ028592	U+1032B4
MJ028593	U+1032B5
MJ028613	U+1032B6
MJ028614	U+1032B7
MJ028623	U+1032B8
MJ028624	U+1032B9
MJ028631	U+1032BA
MJ028632	U+1032BB
MJ028635	U+1032BC
MJ028636	U+1032BD
MJ028638	U+1032BE
MJ028639	U+1032BF
MJ028644	U+1032C0
MJ028645	U+1032C1
MJ028659	U+1032C2
MJ028660	U+1032C3
MJ028671	U+1032C4
MJ028672	U+1032C5
MJ028692	U+1032C6
MJ028693	U+1032C7
MJ028694	U+1032C8
MJ028695	U+1032C9
MJ028705	U+1032CA
MJ028706	U+1032CB
MJ028713	U+1032CC
MJ028714	U+1032CD
MJ028736	U+1032CE
MJ028737	U+1032CF
MJ028741	U+1032D0
MJ028742	U+1032D1
MJ028748	U+1032D2
MJ028749	U+1032D3
MJ028767	U+1032D4
MJ028768	U+1032D5
MJ028769	U+1032D6
MJ028770	U+1032D7
MJ028786	U+1032D8
MJ028787	U+1032D9
MJ028788	U+1032DA
MJ028789	U+1032DB
MJ028792	U+1032DC
MJ028793	U+1032DD
MJ028800	U+1032DE
MJ028801	U+1032DF
MJ028805	U+1032E0
MJ028806	U+1032E1
MJ028812	U+1032E2
MJ028813	U+1032E3
MJ028815	U+1032E4
MJ028816	U+1032E5
MJ028817	U+1032E6
MJ028819	U+1032E7
MJ028820	U+1032E8
MJ028823	U+1032E9
MJ028824	U+1032EA
MJ028825	U+1032EB
MJ028826	U+1032EC
MJ028830	U+1032ED
MJ028831	U+1032EE
MJ028837	U+1032EF
MJ028838	U+1032F0
MJ028842	U+1032F1
MJ028843	U+1032F2
MJ028848	U+1032F3
MJ028864	U+1032F4
MJ028865	U+1032F5
MJ028871	U+1032F6
MJ028872	U+1032F7
MJ028873	U+1032F8
MJ028874	U+1032F9
MJ028882	U+1032FA
MJ028883	U+1032FB
MJ028891	U+1032FC
MJ028892	U+1032FD
MJ028893	U+1032FE
MJ028894	U+1032FF
MJ028897	U+103300
MJ028898	U+103301
MJ028899	U+103302
MJ028926	U+103303
MJ028927	U+103304
MJ028929	U+103305
MJ028930	U+103306
MJ028951	U+103307
MJ028952	U+103308
MJ028963	U+103309
MJ028964	U+10330A
MJ028969	U+10330B
MJ028970	U+10330C
MJ028973	U+10330D
MJ028974	U+10330E
MJ028981	U+10330F
MJ028982	U+103310
MJ028993	U+103311
MJ028994	U+103312
MJ028995	U+103313
MJ028996	U+103314
MJ028997	U+103315
MJ028998	U+103316
MJ028999	U+103317
MJ029000	U+103318
MJ029004	U+103319
MJ029013	U+10331A
MJ029029	U+10331B
MJ029030	U+10331C
MJ029032	U+10331D
MJ029033	U+10331E
MJ029035	U+10331F
MJ029036	U+103320
MJ029039	U+103321
MJ029040	U+103322
MJ029073	U+103323
MJ029074	U+103324
MJ029090	U+103325
MJ029091	U+103326
MJ029103	U+103327
MJ029104	U+103328
MJ029108	U+103329
MJ029109	U+10332A
MJ029111	U+10332B
MJ029112	U+10332C
MJ029119	U+10332D
MJ029120	U+10332E
MJ029128	U+10332F
MJ029129	U+103330
MJ029141	U+103331
MJ029142	U+103332
MJ029143	U+103333
MJ029144	U+103334
MJ029145	U+103335
MJ029152	U+103336
MJ029153	U+103337
MJ029154	U+103338
MJ029161	U+103339
MJ029162	U+10333A
MJ029165	U+10333B
MJ029166	U+10333C
MJ029171	U+10333D
MJ029172	U+10333E
MJ029180	U+10333F
MJ029181	U+103340
MJ029185	U+103341
MJ029186	U+103342
MJ029191	U+103343
MJ029192	U+103344
MJ029194	U+103345
MJ029195	U+103346
MJ029201	U+103347
MJ029202	U+103348
MJ029203	U+103349
